i,x,y,lon,lat,muni_code,muni_name,zone_id,zone_name
1150,58,13,139.634819,35.6692,13115,杉並区,3,区部西
1151,59,13,139.646627,35.6692,13115,杉並区,3,区部西
1152,60,13,139.658434,35.6692,13112,世田谷区,3,区部西
1153,61,13,139.670241,35.6692,13112,世田谷区,3,区部西
1154,62,13,139.682048,35.6692,13113,渋谷区,3,区部西
1155,63,13,139.693855,35.6692,13113,渋谷区,3,区部西
1156,64,13,139.705663,35.6692,13113,渋谷区,3,区部西
1157,65,13,139.71747,35.6692,13103,港区,4,都心
1158,66,13,139.729277,35.6692,13103,港区,4,都心
1159,67,13,139.741084,35.6692,13103,港区,4,都心
1160,68,13,139.752892,35.6692,13103,港区,4,都心
1161,69,13,139.764699,35.6692,13102,中央区,4,都心
1162,70,13,139.776506,35.6692,13102,中央区,4,都心
1163,71,13,139.788313,35.6692,13108,江東区,5,城東
1164,72,13,139.80012,35.6692,13108,江東区,5,城東
1165,73,13,139.811928,35.6692,13108,江東区,5,城東
1166,74,13,139.823735,35.6692,13108,江東区,5,城東
1167,75,13,139.835542,35.6692,13108,江東区,5,城東
1168,76,13,139.847349,35.6692,13123,江戸川区,5,城東
1169,77,13,139.859157,35.6692,13123,江戸川区,5,城東
1170,78,13,139.870964,35.6692,13123,江戸川区,5,城東
1171,79,13,139.882771,35.6692,13123,江戸川区,5,城東
1172,80,13,139.894578,35.6692,,,-1,
1173,81,13,139.906386,35.6692,,,-1,
1174,82,13,139.918193,35.6692,,,-1,
1175,83,13,139.93,35.6692,,,-1,
1176,0,14,138.95,35.6576,,,-1,
1177,1,14,138.961807,35.6576,,,-1,
1178,2,14,138.973614,35.6576,,,-1,
1179,3,14,138.985422,35.6576,,,-1,
1180,4,14,138.997229,35.6576,,,-1,
1181,5,14,139.009036,35.6576,,,-1,
1182,6,14,139.020843,35.6576,,,-1,
1183,7,14,139.032651,35.6576,,,-1,
1184,8,14,139.044458,35.6576,,,-1,
1185,9,14,139.056265,35.6576,,,-1,
1186,10,14,139.068072,35.6576,,,-1,
1187,11,14,139.07988,35.6576,,,-1,
1188,12,14,139.091687,35.6576,,,-1,
1189,13,14,139.103494,35.6576,,,-1,
1190,14,14,139.115301,35.6576,,,-1,
1191,15,14,139.127108,35.6576,,,-1,
1192,16,14,139.138916,35.6576,,,-1,
1193,17,14,139.150723,35.6576,,,-1,
1194,18,14,139.16253,35.6576,,,-1,
1195,19,14,139.174337,35.6576,13201,八王子市,1,多摩中部
1196,20,14,139.186145,35.6576,13201,八王子市,1,多摩中部
1197,21,14,139.197952,35.6576,13201,八王子市,1,多摩中部
1198,22,14,139.209759,35.6576,13201,八王子市,1,多摩中部
1199,23,14,139.221566,35.6576,13201,八王子市,1,多摩中部
1200,24,14,139.233373,35.6576,13201,八王子市,1,多摩中部
1201,25,14,139.245181,35.6576,13201,八王子市,1,多摩中部
1202,26,14,139.256988,35.6576,13201,八王子市,1,多摩中部
1203,27,14,139.268795,35.6576,13201,八王子市,1,多摩中部
1204,28,14,139.280602,35.6576,13201,八王子市,1,多摩中部
1205,29,14,139.29241,35.6576,13201,八王子市,1,多摩中部
1206,30,14,139.304217,35.6576,13201,八王子市,1,多摩中部
1207,31,14,139.316024,35.6576,13201,八王子市,1,多摩中部
1208,32,14,139.327831,35.6576,13201,八王子市,1,多摩中部
1209,33,14,139.339639,35.6576,13201,八王子市,1,多摩中部
1210,34,14,139.351446,35.6576,13201,八王子市,1,多摩中部
1211,35,14,139.363253,35.6576,13212,日野市,1,多摩中部
1212,36,14,139.37506,35.6576,13212,日野市,1,多摩中部
1213,37,14,139.386867,35.6576,13212,日野市,1,多摩中部
1214,38,14,139.398675,35.6576,13212,日野市,1,多摩中部
1215,39,14,139.410482,35.6576,13212,日野市,1,多摩中部
1216,40,14,139.422289,35.6576,13212,日野市,1,多摩中部
1217,41,14,139.434096,35.6576,13212,日野市,1,多摩中部
1218,42,14,139.445904,35.6576,13206,府中市,2,多摩東部
1219,43,14,139.457711,35.6576,13206,府中市,2,多摩東部
1220,44,14,139.469518,35.6576,13206,府中市,2,多摩東部
1221,45,14,139.481325,35.6576,13206,府中市,2,多摩東部
1222,46,14,139.493133,35.6576,13206,府中市,2,多摩東部
1223,47,14,139.50494,35.6576,13206,府中市,2,多摩東部
1224,48,14,139.516747,35.6576,13206,府中市,2,多摩東部
1225,49,14,139.528554,35.6576,13208,調布市,2,多摩東部
1226,50,14,139.540361,35.6576,13208,調布市,2,多摩東部
1227,51,14,139.552169,35.6576,13208,調布市,2,多摩東部
1228,52,14,139.563976,35.6576,13208,調布市,2,多摩東部
1229,53,14,139.575783,35.6576,13208,調布市,2,多摩東部
1230,54,14,139.58759,35.6576,13208,調布市,2,多摩東部
1231,55,14,139.599398,35.6576,13112,世田谷区,3,区部西
1232,56,14,139.611205,35.6576,13112,世田谷区,3,区部西
1233,57,14,139.623012,35.6576,13112,世田谷区,3,区部西
1234,58,14,139.634819,35.6576,13112,世田谷区,3,区部西
1235,59,14,139.646627,35.6576,13112,世田谷区,3,区部西
1236,60,14,139.658434,35.6576,13112,世田谷区,3,区部西
1237,61,14,139.670241,35.6576,13112,世田谷区,3,区部西
1238,62,14,139.682048,35.6576,13110,目黒区,3,区部西
1239,63,14,139.693855,35.6576,13113,渋谷区,3,区部西
1240,64,14,139.705663,35.6576,13113,渋谷区,3,区部西
1241,65,14,139.71747,35.6576,13103,港区,4,都心
1242,66,14,139.729277,35.6576,13103,港区,4,都心
1243,67,14,139.741084,35.6576,13103,港区,4,都心
1244,68,14,139.752892,35.6576,13103,港区,4,都心
1245,69,14,139.764699,35.6576,13102,中央区,4,都心
1246,70,14,139.776506,35.6576,13102,中央区,4,都心
1247,71,14,139.788313,35.6576,13102,中央区,4,都心
1248,72,14,139.80012,35.6576,13108,江東区,5,城東
1249,73,14,139.811928,35.6576,13108,江東区,5,城東
1250,74,14,139.823735,35.6576,13108,江東区,5,城東
1251,75,14,139.835542,35.6576,13108,江東区,5,城東
1252,76,14,139.847349,35.6576,13123,江戸川区,5,城東
1253,77,14,139.859157,35.6576,13123,江戸川区,5,城東
1254,78,14,139.870964,35.6576,13123,江戸川区,5,城東
1255,79,14,139.882771,35.6576,13123,江戸川区,5,城東
1256,80,14,139.894578,35.6576,,,-1,
1257,81,14,139.906386,35.6576,,,-1,
1258,82,14,139.918193,35.6576,,,-1,
1259,83,14,139.93,35.6576,,,-1,
1260,0,15,138.95,35.646,,,-1,
1261,1,15,138.961807,35.646,,,-1,
1262,2,15,138.973614,35.646,,,-1,
1263,3,15,138.985422,35.646,,,-1,
1264,4,15,138.997229,35.646,,,-1,
1265,5,15,139.009036,35.646,,,-1,
1266,6,15,139.020843,35.646,,,-1,
1267,7,15,139.032651,35.646,,,-1,
1268,8,15,139.044458,35.646,,,-1,
1269,9,15,139.056265,35.646,,,-1,
1270,10,15,139.068072,35.646,,,-1,
1271,11,15,139.07988,35.646,,,-1,
1272,12,15,139.091687,35.646,,,-1,
1273,13,15,139.103494,35.646,,,-1,
1274,14,15,139.115301,35.646,,,-1,
1275,15,15,139.127108,35.646,,,-1,
1276,16,15,139.138916,35.646,,,-1,
1277,17,15,139.150723,35.646,,,-1,
1278,18,15,139.16253,35.646,,,-1,
1279,19,15,139.174337,35.646,,,-1,
1280,20,15,139.186145,35.646,,,-1,
1281,21,15,139.197952,35.646,,,-1,
1282,22,15,139.209759,35.646,,,-1,
1283,23,15,139.221566,35.646,13201,八王子市,1,多摩中部
1284,24,15,139.233373,35.646,13201,八王子市,1,多摩中部
1285,25,15,139.245181,35.646,13201,八王子市,1,多摩中部
1286,26,15,139.256988,35.646,13201,八王子市,1,多摩中部
1287,27,15,139.268795,35.646,13201,八王子市,1,多摩中部
1288,28,15,139.280602,35.646,13201,八王子市,1,多摩中部
1289,29,15,139.29241,35.646,13201,八王子市,1,多摩中部
1290,30,15,139.304217,35.646,13201,八王子市,1,多摩中部
1291,31,15,139.316024,35.646,13201,八王子市,1,多摩中部
1292,32,15,139.327831,35.646,13201,八王子市,1,多摩中部
1293,33,15,139.339639,35.646,13201,八王子市,1,多摩中部
1294,34,15,139.351446,35.646,13201,八王子市,1,多摩中部
1295,35,15,139.363253,35.646,13201,八王子市,1,多摩中部
1296,36,15,139.37506,35.646,13212,日野市,1,多摩中部
1297,37,15,139.386867,35.646,13212,日野市,1,多摩中部
1298,38,15,139.398675,35.646,13212,日野市,1,多摩中部
1299,39,15,139.410482,35.646,13212,日野市,1,多摩中部
1300,40,15,139.422289,35.646,13212,日野市,1,多摩中部
1301,41,15,139.434096,35.646,13224,多摩市,1,多摩中部
1302,42,15,139.445904,35.646,13224,多摩市,1,多摩中部
1303,43,15,139.457711,35.646,13224,多摩市,1,多摩中部
1304,44,15,139.469518,35.646,13224,多摩市,1,多摩中部
1305,45,15,139.481325,35.646,13225,稲城市,1,多摩中部
1306,46,15,139.493133,35.646,13225,稲城市,1,多摩中部
1307,47,15,139.50494,35.646,13225,稲城市,1,多摩中部
1308,48,15,139.516747,35.646,13225,稲城市,1,多摩中部
1309,49,15,139.528554,35.646,13208,調布市,2,多摩東部
1310,50,15,139.540361,35.646,13208,調布市,2,多摩東部
1311,51,15,139.552169,35.646,13208,調布市,2,多摩東部
1312,52,15,139.563976,35.646,13208,調布市,2,多摩東部
1313,53,15,139.575783,35.646,13219,狛江市,2,多摩東部
1314,54,15,139.58759,35.646,13219,狛江市,2,多摩東部
1315,55,15,139.599398,35.646,13112,世田谷区,3,区部西
1316,56,15,139.611205,35.646,13112,世田谷区,3,区部西
1317,57,15,139.623012,35.646,13112,世田谷区,3,区部西
1318,58,15,139.634819,35.646,13112,世田谷区,3,区部西
1319,59,15,139.646627,35.646,13112,世田谷区,3,区部西
1320,60,15,139.658434,35.646,13112,世田谷区,3,区部西
1321,61,15,139.670241,35.646,13112,世田谷区,3,区部西
1322,62,15,139.682048,35.646,13112,世田谷区,3,区部西
1323,63,15,139.693855,35.646,13110,目黒区,3,区部西
1324,64,15,139.705663,35.646,13113,渋谷区,3,区部西
1325,65,15,139.71747,35.646,13113,渋谷区,3,区部西
1326,66,15,139.729277,35.646,13103,港区,4,都心
1327,67,15,139.741084,35.646,13103,港区,4,都心
1328,68,15,139.752892,35.646,13103,港区,4,都心
1329,69,15,139.764699,35.646,,,-1,
1330,70,15,139.776506,35.646,,,-1,
1331,71,15,139.788313,35.646,13108,江東区,5,城東
1332,72,15,139.80012,35.646,13108,江東区,5,城東
1333,73,15,139.811928,35.646,13108,江東区,5,城東
1334,74,15,139.823735,35.646,13108,江東区,5,城東
1335,75,15,139.835542,35.646,13108,江東区,5,城東
1336,76,15,139.847349,35.646,,,-1,
1337,77,15,139.859157,35.646,13123,江戸川区,5,城東
1338,78,15,139.870964,35.646,13123,江戸川区,5,城東
1339,79,15,139.882771,35.646,13123,江戸川区,5,城東
1340,80,15,139.894578,35.646,,,-1,
1341,81,15,139.906386,35.646,,,-1,
1342,82,15,139.918193,35.646,,,-1,
1343,83,15,139.93,35.646,,,-1,
1344,0,16,138.95,35.6344,,,-1,
1345,1,16,138.961807,35.6344,,,-1,
1346,2,16,138.973614,35.6344,,,-1,
1347,3,16,138.985422,35.6344,,,-1,
1348,4,16,138.997229,35.6344,,,-1,
1349,5,16,139.009036,35.6344,,,-1,
1350,6,16,139.020843,35.6344,,,-1,
1351,7,16,139.032651,35.6344,,,-1,
1352,8,16,139.044458,35.6344,,,-1,
1353,9,16,139.056265,35.6344,,,-1,
1354,10,16,139.068072,35.6344,,,-1,
1355,11,16,139.07988,35.6344,,,-1,
1356,12,16,139.091687,35.6344,,,-1,
1357,13,16,139.103494,35.6344,,,-1,
1358,14,16,139.115301,35.6344,,,-1,
1359,15,16,139.127108,35.6344,,,-1,
1360,16,16,139.138916,35.6344,,,-1,
1361,17,16,139.150723,35.6344,,,-1,
1362,18,16,139.16253,35.6344,,,-1,
1363,19,16,139.174337,35.6344,,,-1,
1364,20,16,139.186145,35.6344,,,-1,
1365,21,16,139.197952,35.6344,,,-1,
1366,22,16,139.209759,35.6344,,,-1,
1367,23,16,139.221566,35.6344,13201,八王子市,1,多摩中部
1368,24,16,139.233373,35.6344,13201,八王子市,1,多摩中部
1369,25,16,139.245181,35.6344,13201,八王子市,1,多摩中部
1370,26,16,139.256988,35.6344,13201,八王子市,1,多摩中部
1371,27,16,139.268795,35.6344,13201,八王子市,1,多摩中部
1372,28,16,139.280602,35.6344,13201,八王子市,1,多摩中部
1373,29,16,139.29241,35.6344,13201,八王子市,1,多摩中部
1374,30,16,139.304217,35.6344,13201,八王子市,1,多摩中部
1375,31,16,139.316024,35.6344,13201,八王子市,1,多摩中部
1376,32,16,139.327831,35.6344,13201,八王子市,1,多摩中部
1377,33,16,139.339639,35.6344,13201,八王子市,1,多摩中部
1378,34,16,139.351446,35.6344,13201,八王子市,1,多摩中部
1379,35,16,139.363253,35.6344,13201,八王子市,1,多摩中部
1380,36,16,139.37506,35.6344,13201,八王子市,1,多摩中部
1381,37,16,139.386867,35.6344,13201,八王子市,1,多摩中部
1382,38,16,139.398675,35.6344,13201,八王子市,1,多摩中部
1383,39,16,139.410482,35.6344,13201,八王子市,1,多摩中部
1384,40,16,139.422289,35.6344,13201,八王子市,1,多摩中部
1385,41,16,139.434096,35.6344,13224,多摩市,1,多摩中部
1386,42,16,139.445904,35.6344,13224,多摩市,1,多摩中部
1387,43,16,139.457711,35.6344,13224,多摩市,1,多摩中部
1388,44,16,139.469518,35.6344,13224,多摩市,1,多摩中部
1389,45,16,139.481325,35.6344,13225,稲城市,1,多摩中部
1390,46,16,139.493133,35.6344,13225,稲城市,1,多摩中部
1391,47,16,139.50494,35.6344,13225,稲城市,1,多摩中部
1392,48,16,139.516747,35.6344,13225,稲城市,1,多摩中部
1393,49,16,139.528554,35.6344,,,-1,
1394,50,16,139.540361,35.6344,,,-1,
1395,51,16,139.552169,35.6344,13208,調布市,2,多摩東部
1396,52,16,139.563976,35.6344,13219,狛江市,2,多摩東部
1397,53,16,139.575783,35.6344,13219,狛江市,2,多摩東部
1398,54,16,139.58759,35.6344,13219,狛江市,2,多摩東部
1399,55,16,139.599398,35.6344,13112,世田谷区,3,区部西
1400,56,16,139.611205,35.6344,13112,世田谷区,3,区部西
1401,57,16,139.623012,35.6344,13112,世田谷区,3,区部西
1402,58,16,139.634819,35.6344,13112,世田谷区,3,区部西
1403,59,16,139.646627,35.6344,13112,世田谷区,3,区部西
1404,60,16,139.658434,35.6344,13112,世田谷区,3,区部西
1405,61,16,139.670241,35.6344,13112,世田谷区,3,区部西
1406,62,16,139.682048,35.6344,13112,世田谷区,3,区部西
1407,63,16,139.693855,35.6344,13110,目黒区,3,区部西
1408,64,16,139.705663,35.6344,13110,目黒区,3,区部西
1409,65,16,139.71747,35.6344,13109,品川区,3,区部西
1410,66,16,139.729277,35.6344,13103,港区,4,都心
1411,67,16,139.741084,35.6344,13103,港区,4,都心
1412,68,16,139.752892,35.6344,,,-1,
1413,69,16,139.764699,35.6344,,,-1,
1414,70,16,139.776506,35.6344,13103,港区,4,都心
1415,71,16,139.788313,35.6344,13108,江東区,5,城東
1416,72,16,139.80012,35.6344,13108,江東区,5,城東
1417,73,16,139.811928,35.6344,,,-1,
1418,74,16,139.823735,35.6344,13108,江東区,5,城東
1419,75,16,139.835542,35.6344,13108,江東区,5,城東
1420,76,16,139.847349,35.6344,,,-1,
1421,77,16,139.859157,35.6344,,,-1,
1422,78,16,139.870964,35.6344,,,-1,
1423,79,16,139.882771,35.6344,,,-1,
1424,80,16,139.894578,35.6344,,,-1,
1425,81,16,139.906386,35.6344,,,-1,
1426,82,16,139.918193,35.6344,,,-1,
1427,83,16,139.93,35.6344,,,-1,
1428,0,17,138.95,35.6228,,,-1,
1429,1,17,138.961807,35.6228,,,-1,
1430,2,17,138.973614,35.6228,,,-1,
1431,3,17,138.985422,35.6228,,,-1,
1432,4,17,138.997229,35.6228,,,-1,
1433,5,17,139.009036,35.6228,,,-1,
1434,6,17,139.020843,35.6228,,,-1,
1435,7,17,139.032651,35.6228,,,-1,
1436,8,17,139.044458,35.6228,,,-1,
1437,9,17,139.056265,35.6228,,,-1,
1438,10,17,139.068072,35.6228,,,-1,
1439,11,17,139.07988,35.6228,,,-1,
1440,12,17,139.091687,35.6228,,,-1,
1441,13,17,139.103494,35.6228,,,-1,
1442,14,17,139.115301,35.6228,,,-1,
1443,15,17,139.127108,35.6228,,,-1,
1444,16,17,139.138916,35.6228,,,-1,
1445,17,17,139.150723,35.6228,,,-1,
1446,18,17,139.16253,35.6228,,,-1,
1447,19,17,139.174337,35.6228,,,-1,
1448,20,17,139.186145,35.6228,,,-1,
1449,21,17,139.197952,35.6228,,,-1,
1450,22,17,139.209759,35.6228,,,-1,
1451,23,17,139.221566,35.6228,,,-1,
1452,24,17,139.233373,35.6228,13201,八王子市,1,多摩中部
1453,25,17,139.245181,35.6228,13201,八王子市,1,多摩中部
1454,26,17,139.256988,35.6228,13201,八王子市,1,多摩中部
1455,27,17,139.268795,35.6228,13201,八王子市,1,多摩中部
1456,28,17,139.280602,35.6228,13201,八王子市,1,多摩中部
1457,29,17,139.29241,35.6228,13201,八王子市,1,多摩中部
1458,30,17,139.304217,35.6228,13201,八王子市,1,多摩中部
1459,31,17,139.316024,35.6228,13201,八王子市,1,多摩中部
1460,32,17,139.327831,35.6228,13201,八王子市,1,多摩中部
1461,33,17,139.339639,35.6228,13201,八王子市,1,多摩中部
1462,34,17,139.351446,35.6228,13201,八王子市,1,多摩中部
1463,35,17,139.363253,35.6228,13201,八王子市,1,多摩中部
1464,36,17,139.37506,35.6228,13201,八王子市,1,多摩中部
1465,37,17,139.386867,35.6228,13201,八王子市,1,多摩中部
1466,38,17,139.398675,35.6228,13201,八王子市,1,多摩中部
1467,39,17,139.410482,35.6228,13224,多摩市,1,多摩中部
1468,40,17,139.422289,35.6228,13224,多摩市,1,多摩中部
1469,41,17,139.434096,35.6228,13224,多摩市,1,多摩中部
1470,42,17,139.445904,35.6228,13224,多摩市,1,多摩中部
1471,43,17,139.457711,35.6228,13224,多摩市,1,多摩中部
1472,44,17,139.469518,35.6228,13225,稲城市,1,多摩中部
1473,45,17,139.481325,35.6228,13225,稲城市,1,多摩中部
1474,46,17,139.493133,35.6228,13225,稲城市,1,多摩中部
1475,47,17,139.50494,35.6228,,,-1,
1476,48,17,139.516747,35.6228,,,-1,
1477,49,17,139.528554,35.6228,,,-1,
1478,50,17,139.540361,35.6228,,,-1,
1479,51,17,139.552169,35.6228,,,-1,
1480,52,17,139.563976,35.6228,,,-1,
1481,53,17,139.575783,35.6228,13219,狛江市,2,多摩東部
1482,54,17,139.58759,35.6228,13219,狛江市,2,多摩東部
1483,55,17,139.599398,35.6228,13112,世田谷区,3,区部西
1484,56,17,139.611205,35.6228,13112,世田谷区,3,区部西
1485,57,17,139.623012,35.6228,13112,世田谷区,3,区部西
1486,58,17,139.634819,35.6228,13112,世田谷区,3,区部西
1487,59,17,139.646627,35.6228,13112,世田谷区,3,区部西
1488,60,17,139.658434,35.6228,13112,世田谷区,3,区部西
1489,61,17,139.670241,35.6228,13110,目黒区,3,区部西
1490,62,17,139.682048,35.6228,13110,目黒区,3,区部西
1491,63,17,139.693855,35.6228,13110,目黒区,3,区部西
1492,64,17,139.705663,35.6228,13109,品川区,3,区部西
1493,65,17,139.71747,35.6228,13109,品川区,3,区部西
1494,66,17,139.729277,35.6228,13109,品川区,3,区部西
1495,67,17,139.741084,35.6228,13109,品川区,3,区部西
1496,68,17,139.752892,35.6228,,,-1,
1497,69,17,139.764699,35.6228,,,-1,
1498,70,17,139.776506,35.6228,13108,江東区,5,城東
1499,71,17,139.788313,35.6228,13108,江東区,5,城東
1500,72,17,139.80012,35.6228,,,-1,
1501,73,17,139.811928,35.6228,,,-1,
1502,74,17,139.823735,35.6228,,,-1,
1503,75,17,139.835542,35.6228,13108,江東区,5,城東
1504,76,17,139.847349,35.6228,,,-1,
1505,77,17,139.859157,35.6228,,,-1,
1506,78,17,139.870964,35.6228,,,-1,
1507,79,17,139.882771,35.6228,,,-1,
1508,80,17,139.894578,35.6228,,,-1,
1509,81,17,139.906386,35.6228,,,-1,
1510,82,17,139.918193,35.6228,,,-1,
1511,83,17,139.93,35.6228,,,-1,
1512,0,18,138.95,35.6112,,,-1,
1513,1,18,138.961807,35.6112,,,-1,
1514,2,18,138.973614,35.6112,,,-1,
1515,3,18,138.985422,35.6112,,,-1,
1516,4,18,138.997229,35.6112,,,-1,
1517,5,18,139.009036,35.6112,,,-1,
1518,6,18,139.020843,35.6112,,,-1,
1519,7,18,139.032651,35.6112,,,-1,
1520,8,18,139.044458,35.6112,,,-1,
1521,9,18,139.056265,35.6112,,,-1,
1522,10,18,139.068072,35.6112,,,-1,
1523,11,18,139.07988,35.6112,,,-1,
1524,12,18,139.091687,35.6112,,,-1,
1525,13,18,139.103494,35.6112,,,-1,
1526,14,18,139.115301,35.6112,,,-1,
1527,15,18,139.127108,35.6112,,,-1,
1528,16,18,139.138916,35.6112,,,-1,
1529,17,18,139.150723,35.6112,,,-1,
1530,18,18,139.16253,35.6112,,,-1,
1531,19,18,139.174337,35.6112,,,-1,
1532,20,18,139.186145,35.6112,,,-1,
1533,21,18,139.197952,35.6112,,,-1,
1534,22,18,139.209759,35.6112,,,-1,
1535,23,18,139.221566,35.6112,,,-1,
1536,24,18,139.233373,35.6112,,,-1,
1537,25,18,139.245181,35.6112,13201,八王子市,1,多摩中部
1538,26,18,139.256988,35.6112,13201,八王子市,1,多摩中部
1539,27,18,139.268795,35.6112,13201,八王子市,1,多摩中部
1540,28,18,139.280602,35.6112,,,-1,
1541,29,18,139.29241,35.6112,,,-1,
1542,30,18,139.304217,35.6112,13209,町田市,1,多摩中部
1543,31,18,139.316024,35.6112,13209,町田市,1,多摩中部
1544,32,18,139.327831,35.6112,13209,町田市,1,多摩中部
1545,33,18,139.339639,35.6112,13209,町田市,1,多摩中部
1546,34,18,139.351446,35.6112,13201,八王子市,1,多摩中部
1547,35,18,139.363253,35.6112,13201,八王子市,1,多摩中部
1548,36,18,139.37506,35.6112,13201,八王子市,1,多摩中部
1549,37,18,139.386867,35.6112,13201,八王子市,1,多摩中部
1550,38,18,139.398675,35.6112,13224,多摩市,1,多摩中部
1551,39,18,139.410482,35.6112,13224,多摩市,1,多摩中部
1552,40,18,139.422289,35.6112,13224,多摩市,1,多摩中部
1553,41,18,139.434096,35.6112,13224,多摩市,1,多摩中部
1554,42,18,139.445904,35.6112,13224,多摩市,1,多摩中部
1555,43,18,139.457711,35.6112,,,-1,
1556,44,18,139.469518,35.6112,,,-1,
1557,45,18,139.481325,35.6112,13225,稲城市,1,多摩中部
1558,46,18,139.493133,35.6112,13225,稲城市,1,多摩中部
1559,47,18,139.50494,35.6112,,,-1,
1560,48,18,139.516747,35.6112,,,-1,
1561,49,18,139.528554,35.6112,,,-1,
1562,50,18,139.540361,35.6112,,,-1,
1563,51,18,139.552169,35.6112,,,-1,
1564,52,18,139.563976,35.6112,,,-1,
1565,53,18,139.575783,35.6112,,,-1,
1566,54,18,139.58759,35.6112,,,-1,
1567,55,18,139.599398,35.6112,,,-1,
1568,56,18,139.611205,35.6112,,,-1,
1569,57,18,139.623012,35.6112,,,-1,
1570,58,18,139.634819,35.6112,13112,世田谷区,3,区部西
1571,59,18,139.646627,35.6112,13112,世田谷区,3,区部西
1572,60,18,139.658434,35.6112,13112,世田谷区,3,区部西
1573,61,18,139.670241,35.6112,13110,目黒区,3,区部西
1574,62,18,139.682048,35.6112,13110,目黒区,3,区部西
1575,63,18,139.693855,35.6112,13110,目黒区,3,区部西
1576,64,18,139.705663,35.6112,13109,品川区,3,区部西
1577,65,18,139.71747,35.6112,13109,品川区,3,区部西
1578,66,18,139.729277,35.6112,13109,品川区,3,区部西
1579,67,18,139.741084,35.6112,13109,品川区,3,区部西
1580,68,18,139.752892,35.6112,13109,品川区,3,区部西
1581,69,18,139.764699,35.6112,,,-1,
1582,70,18,139.776506,35.6112,,,-1,
1583,71,18,139.788313,35.6112,13108,江東区,5,城東
1584,72,18,139.80012,35.6112,,,-1,
1585,73,18,139.811928,35.6112,13108,江東区,5,城東
1586,74,18,139.823735,35.6112,,,-1,
1587,75,18,139.835542,35.6112,,,-1,
1588,76,18,139.847349,35.6112,,,-1,
1589,77,18,139.859157,35.6112,,,-1,
1590,78,18,139.870964,35.6112,,,-1,
1591,79,18,139.882771,35.6112,,,-1,
1592,80,18,139.894578,35.6112,,,-1,
1593,81,18,139.906386,35.6112,,,-1,
1594,82,18,139.918193,35.6112,,,-1,
1595,83,18,139.93,35.6112,,,-1,
1596,0,19,138.95,35.5996,,,-1,
1597,1,19,138.961807,35.5996,,,-1,
1598,2,19,138.973614,35.5996,,,-1,
1599,3,19,138.985422,35.5996,,,-1,
1600,4,19,138.997229,35.5996,,,-1,
1601,5,19,139.009036,35.5996,,,-1,
1602,6,19,139.020843,35.5996,,,-1,
1603,7,19,139.032651,35.5996,,,-1,
1604,8,19,139.044458,35.5996,,,-1,
1605,9,19,139.056265,35.5996,,,-1,
1606,10,19,139.068072,35.5996,,,-1,
1607,11,19,139.07988,35.5996,,,-1,
1608,12,19,139.091687,35.5996,,,-1,
1609,13,19,139.103494,35.5996,,,-1,
1610,14,19,139.115301,35.5996,,,-1,
1611,15,19,139.127108,35.5996,,,-1,
1612,16,19,139.138916,35.5996,,,-1,
1613,17,19,139.150723,35.5996,,,-1,
1614,18,19,139.16253,35.5996,,,-1,
1615,19,19,139.174337,35.5996,,,-1,
1616,20,19,139.186145,35.5996,,,-1,
1617,21,19,139.197952,35.5996,,,-1,
1618,22,19,139.209759,35.5996,,,-1,
1619,23,19,139.221566,35.5996,,,-1,
1620,24,19,139.233373,35.5996,,,-1,
1621,25,19,139.245181,35.5996,,,-1,
1622,26,19,139.256988,35.5996,,,-1,
1623,27,19,139.268795,35.5996,,,-1,
1624,28,19,139.280602,35.5996,,,-1,
1625,29,19,139.29241,35.5996,,,-1,
1626,30,19,139.304217,35.5996,,,-1,
1627,31,19,139.316024,35.5996,,,-1,
1628,32,19,139.327831,35.5996,,,-1,
1629,33,19,139.339639,35.5996,,,-1,
1630,34,19,139.351446,35.5996,,,-1,
1631,35,19,139.363253,35.5996,13209,町田市,1,多摩中部
1632,36,19,139.37506,35.5996,13209,町田市,1,多摩中部
1633,37,19,139.386867,35.5996,13209,町田市,1,多摩中部
1634,38,19,139.398675,35.5996,13209,町田市,1,多摩中部
1635,39,19,139.410482,35.5996,13209,町田市,1,多摩中部
1636,40,19,139.422289,35.5996,13209,町田市,1,多摩中部
1637,41,19,139.434096,35.5996,13209,町田市,1,多摩中部
1638,42,19,139.445904,35.5996,13209,町田市,1,多摩中部
1639,43,19,139.457711,35.5996,13209,町田市,1,多摩中部
1640,44,19,139.469518,35.5996,13209,町田市,1,多摩中部
1641,45,19,139.481325,35.5996,,,-1,
1642,46,19,139.493133,35.5996,,,-1,
1643,47,19,139.50494,35.5996,,,-1,
1644,48,19,139.516747,35.5996,,,-1,
1645,49,19,139.528554,35.5996,,,-1,
1646,50,19,139.540361,35.5996,,,-1,
1647,51,19,139.552169,35.5996,,,-1,
1648,52,19,139.563976,35.5996,,,-1,
1649,53,19,139.575783,35.5996,,,-1,
1650,54,19,139.58759,35.5996,,,-1,
1651,55,19,139.599398,35.5996,,,-1,
1652,56,19,139.611205,35.5996,,,-1,
1653,57,19,139.623012,35.5996,,,-1,
1654,58,19,139.634819,35.5996,,,-1,
1655,59,19,139.646627,35.5996,13112,世田谷区,3,区部西
1656,60,19,139.658434,35.5996,13112,世田谷区,3,区部西
1657,61,19,139.670241,35.5996,13112,世田谷区,3,区部西
